contratacion_id,empresa_id,empresa,anio,mes,mes_nombre,trimestre,rol,candidatos_recibidos,entrevistados,ofertas_enviadas,contratados,tasa_conversion_pct,tiempo_contratacion_dias,fuente_principal
CNT01732,E08,AZKA IT Consulting,2023,6,June,Q2,Scrum Master,20,7,2,1,5.0,61,Glassdoor
CNT01733,E08,AZKA IT Consulting,2023,6,June,Q2,Project Manager,18,6,2,1,5.56,32,Referidos
CNT01734,E08,AZKA IT Consulting,2023,6,June,Q2,Cybersecurity Analyst,16,4,1,0,0.0,48,LinkedIn
CNT01735,E08,AZKA IT Consulting,2023,7,July,Q3,Data Analyst,56,22,7,5,8.93,49,Referidos
CNT01736,E08,AZKA IT Consulting,2023,7,July,Q3,Software Developer,66,19,7,4,6.06,38,Universidad UANL/ITESM
CNT01737,E08,AZKA IT Consulting,2023,7,July,Q3,Backend Developer,40,15,3,2,5.0,60,Universidad UANL/ITESM
CNT01738,E08,AZKA IT Consulting,2023,7,July,Q3,Frontend Developer,72,21,7,4,5.56,41,Referidos
CNT01739,E08,AZKA IT Consulting,2023,7,July,Q3,Cloud Architect,34,11,3,2,5.88,52,Referidos
CNT01740,E08,AZKA IT Consulting,2023,7,July,Q3,Scrum Master,30,9,3,2,6.67,58,OCC Mundial
CNT01741,E08,AZKA IT Consulting,2023,7,July,Q3,Project Manager,30,8,2,1,3.33,60,OCC Mundial
CNT01742,E08,AZKA IT Consulting,2023,7,July,Q3,Cybersecurity Analyst,65,26,5,3,4.62,61,LinkedIn
CNT01743,E08,AZKA IT Consulting,2023,8,August,Q3,Data Analyst,54,17,4,2,3.7,60,Csoftmty Jobs
CNT01744,E08,AZKA IT Consulting,2023,8,August,Q3,Software Developer,144,51,12,10,6.94,31,LinkedIn
CNT01745,E08,AZKA IT Consulting,2023,8,August,Q3,Backend Developer,18,5,1,0,0.0,62,Referidos
CNT01746,E08,AZKA IT Consulting,2023,8,August,Q3,Frontend Developer,5,2,1,0,0.0,55,LinkedIn
CNT01747,E08,AZKA IT Consulting,2023,8,August,Q3,Full Stack Developer,36,12,4,3,8.33,64,Referidos
CNT01748,E08,AZKA IT Consulting,2023,8,August,Q3,Cloud Architect,5,1,1,0,0.0,62,Referidos
CNT01749,E08,AZKA IT Consulting,2023,8,August,Q3,Scrum Master,30,10,3,2,6.67,41,LinkedIn
CNT01750,E08,AZKA IT Consulting,2023,8,August,Q3,Project Manager,55,17,3,1,1.82,41,LinkedIn
CNT01751,E08,AZKA IT Consulting,2023,8,August,Q3,Cybersecurity Analyst,80,30,6,4,5.0,26,OCC Mundial
CNT01752,E08,AZKA IT Consulting,2023,9,September,Q3,Data Analyst,51,19,4,2,3.92,61,Universidad UANL/ITESM
CNT01753,E08,AZKA IT Consulting,2023,9,September,Q3,Software Developer,95,36,13,10,10.53,45,OCC Mundial
CNT01754,E08,AZKA IT Consulting,2023,9,September,Q3,Backend Developer,48,13,3,2,4.17,18,LinkedIn
CNT01755,E08,AZKA IT Consulting,2023,9,September,Q3,Frontend Developer,68,17,5,3,4.41,42,Referidos
CNT01756,E08,AZKA IT Consulting,2023,9,September,Q3,Full Stack Developer,75,27,7,4,5.33,57,LinkedIn
CNT01757,E08,AZKA IT Consulting,2023,9,September,Q3,DevOps Engineer,51,18,5,3,5.88,36,LinkedIn
CNT01758,E08,AZKA IT Consulting,2023,9,September,Q3,Cloud Architect,8,2,1,0,0.0,20,OCC Mundial
CNT01759,E08,AZKA IT Consulting,2023,9,September,Q3,Scrum Master,45,14,3,2,4.44,54,Glassdoor
CNT01760,E08,AZKA IT Consulting,2023,9,September,Q3,Project Manager,17,7,2,1,5.88,35,Glassdoor
CNT01761,E08,AZKA IT Consulting,2023,9,September,Q3,Cybersecurity Analyst,52,21,4,3,5.77,43,Universidad UANL/ITESM
CNT01762,E08,AZKA IT Consulting,2023,10,October,Q4,Data Analyst,72,31,10,6,8.33,50,LinkedIn
CNT01763,E08,AZKA IT Consulting,2023,10,October,Q4,Software Developer,78,28,7,5,6.41,18,LinkedIn
CNT01764,E08,AZKA IT Consulting,2023,10,October,Q4,Backend Developer,60,24,8,5,8.33,54,LinkedIn
CNT01765,E08,AZKA IT Consulting,2023,10,October,Q4,Frontend Developer,5,2,1,0,0.0,35,Csoftmty Jobs
CNT01766,E08,AZKA IT Consulting,2023,10,October,Q4,Full Stack Developer,45,18,7,5,11.11,33,Referidos
CNT01767,E08,AZKA IT Consulting,2023,10,October,Q4,DevOps Engineer,36,13,3,2,5.56,61,Glassdoor
CNT01768,E08,AZKA IT Consulting,2023,10,October,Q4,Cloud Architect,38,10,3,1,2.63,29,Csoftmty Jobs
CNT01769,E08,AZKA IT Consulting,2023,10,October,Q4,Scrum Master,24,9,2,1,4.17,64,Referidos
CNT01770,E08,AZKA IT Consulting,2023,10,October,Q4,Project Manager,11,4,1,0,0.0,60,OCC Mundial
CNT01771,E08,AZKA IT Consulting,2023,11,November,Q4,Data Analyst,38,13,4,2,5.26,29,Csoftmty Jobs
CNT01772,E08,AZKA IT Consulting,2023,11,November,Q4,Software Developer,54,21,5,4,7.41,64,Csoftmty Jobs
CNT01773,E08,AZKA IT Consulting,2023,11,November,Q4,Backend Developer,45,16,5,3,6.67,37,OCC Mundial
CNT01774,E08,AZKA IT Consulting,2023,11,November,Q4,Frontend Developer,40,15,5,3,7.5,58,LinkedIn
CNT01775,E08,AZKA IT Consulting,2023,11,November,Q4,Full Stack Developer,98,35,13,10,10.2,63,Universidad UANL/ITESM
CNT01776,E08,AZKA IT Consulting,2023,11,November,Q4,DevOps Engineer,36,10,2,1,2.78,32,LinkedIn
CNT01777,E08,AZKA IT Consulting,2023,11,November,Q4,Cloud Architect,15,3,1,0,0.0,40,OCC Mundial
CNT01778,E08,AZKA IT Consulting,2023,11,November,Q4,Project Manager,18,7,1,0,0.0,42,LinkedIn
CNT01779,E08,AZKA IT Consulting,2023,11,November,Q4,Cybersecurity Analyst,36,10,2,1,2.78,49,OCC Mundial
CNT01780,E08,AZKA IT Consulting,2023,12,December,Q4,Data Analyst,16,4,1,0,0.0,30,LinkedIn
CNT01781,E08,AZKA IT Consulting,2023,12,December,Q4,Software Developer,51,14,3,1,1.96,64,LinkedIn
CNT01782,E08,AZKA IT Consulting,2023,12,December,Q4,Backend Developer,33,8,2,1,3.03,48,Referidos
CNT01783,E08,AZKA IT Consulting,2023,12,December,Q4,Frontend Developer,36,13,3,1,2.78,61,OCC Mundial
CNT01784,E08,AZKA IT Consulting,2023,12,December,Q4,Full Stack Developer,13,4,1,0,0.0,25,OCC Mundial
CNT01785,E08,AZKA IT Consulting,2023,12,December,Q4,DevOps Engineer,10,4,1,0,0.0,52,LinkedIn
CNT01786,E08,AZKA IT Consulting,2023,12,December,Q4,Cloud Architect,39,15,4,2,5.13,49,Csoftmty Jobs
CNT01787,E08,AZKA IT Consulting,2023,12,December,Q4,Scrum Master,22,9,2,1,4.55,35,LinkedIn
CNT01788,E08,AZKA IT Consulting,2023,12,December,Q4,Project Manager,51,14,5,4,7.84,50,OCC Mundial
CNT01789,E08,AZKA IT Consulting,2023,12,December,Q4,Cybersecurity Analyst,18,7,2,1,5.56,48,OCC Mundial
CNT01790,E08,AZKA IT Consulting,2024,1,January,Q1,Data Analyst,39,15,5,4,10.26,51,Referidos
CNT01791,E08,AZKA IT Consulting,2024,1,January,Q1,Software Developer,72,24,5,4,5.56,26,LinkedIn
CNT01792,E08,AZKA IT Consulting,2024,1,January,Q1,Backend Developer,44,11,3,1,2.27,26,Referidos
CNT01793,E08,AZKA IT Consulting,2024,1,January,Q1,Frontend Developer,9,2,1,0,0.0,57,Referidos
CNT01794,E08,AZKA IT Consulting,2024,1,January,Q1,Full Stack Developer,33,13,2,1,3.03,42,Universidad UANL/ITESM
CNT01795,E08,AZKA IT Consulting,2024,1,January,Q1,DevOps Engineer,20,7,2,1,5.0,19,Referidos
CNT01796,E08,AZKA IT Consulting,2024,1,January,Q1,Cloud Architect,5,1,1,0,0.0,59,LinkedIn
CNT01797,E08,AZKA IT Consulting,2024,1,January,Q1,Scrum Master,36,10,2,1,2.78,37,LinkedIn
CNT01798,E08,AZKA IT Consulting,2024,1,January,Q1,Project Manager,34,12,2,1,2.94,28,OCC Mundial
CNT01799,E08,AZKA IT Consulting,2024,1,January,Q1,Cybersecurity Analyst,40,12,3,2,5.0,55,LinkedIn
CNT01800,E08,AZKA IT Consulting,2024,2,February,Q1,Data Analyst,96,32,8,5,5.21,56,Referidos
CNT01801,E08,AZKA IT Consulting,2024,2,February,Q1,Software Developer,133,52,14,10,7.52,29,LinkedIn
CNT01802,E08,AZKA IT Consulting,2024,2,February,Q1,Backend Developer,108,39,13,8,7.41,63,LinkedIn
CNT01803,E08,AZKA IT Consulting,2024,2,February,Q1,Frontend Developer,45,18,6,4,8.89,45,Glassdoor
CNT01804,E08,AZKA IT Consulting,2024,2,February,Q1,Full Stack Developer,33,8,2,1,3.03,30,LinkedIn
CNT01805,E08,AZKA IT Consulting,2024,2,February,Q1,DevOps Engineer,28,7,2,1,3.57,23,LinkedIn
CNT01806,E08,AZKA IT Consulting,2024,2,February,Q1,Cloud Architect,16,6,1,0,0.0,47,Referidos
CNT01807,E08,AZKA IT Consulting,2024,2,February,Q1,Scrum Master,5,1,1,0,0.0,34,Referidos
CNT01808,E08,AZKA IT Consulting,2024,2,February,Q1,Project Manager,42,11,4,3,7.14,30,Referidos
CNT01809,E08,AZKA IT Consulting,2024,2,February,Q1,Cybersecurity Analyst,36,12,2,1,2.78,41,LinkedIn
CNT01810,E08,AZKA IT Consulting,2024,3,March,Q1,Data Analyst,55,17,5,3,5.45,56,Referidos
CNT01811,E08,AZKA IT Consulting,2024,3,March,Q1,Software Developer,55,22,6,4,7.27,22,LinkedIn
CNT01812,E08,AZKA IT Consulting,2024,3,March,Q1,Backend Developer,18,5,1,0,0.0,26,OCC Mundial
CNT01813,E08,AZKA IT Consulting,2024,3,March,Q1,Frontend Developer,45,17,6,4,8.89,55,Universidad UANL/ITESM
CNT01814,E08,AZKA IT Consulting,2024,3,March,Q1,Full Stack Developer,68,19,6,4,5.88,42,Csoftmty Jobs
CNT01815,E08,AZKA IT Consulting,2024,3,March,Q1,DevOps Engineer,80,23,6,4,5.0,56,LinkedIn
CNT01816,E08,AZKA IT Consulting,2024,3,March,Q1,Cloud Architect,13,5,1,0,0.0,31,OCC Mundial
CNT01817,E08,AZKA IT Consulting,2024,3,March,Q1,Scrum Master,10,3,1,0,0.0,21,Referidos
CNT01818,E08,AZKA IT Consulting,2024,3,March,Q1,Project Manager,16,5,1,0,0.0,61,LinkedIn
CNT01819,E08,AZKA IT Consulting,2024,3,March,Q1,Cybersecurity Analyst,5,1,1,0,0.0,42,Universidad UANL/ITESM
CNT01820,E08,AZKA IT Consulting,2024,4,April,Q2,Data Analyst,45,18,5,3,6.67,34,OCC Mundial
CNT01821,E08,AZKA IT Consulting,2024,4,April,Q2,Software Developer,144,62,19,16,11.11,26,LinkedIn
CNT01822,E08,AZKA IT Consulting,2024,4,April,Q2,Backend Developer,32,13,4,2,6.25,46,Glassdoor
CNT01823,E08,AZKA IT Consulting,2024,4,April,Q2,Frontend Developer,24,9,2,1,4.17,49,Referidos
CNT01824,E08,AZKA IT Consulting,2024,4,April,Q2,Full Stack Developer,26,8,1,0,0.0,33,LinkedIn
CNT01825,E08,AZKA IT Consulting,2024,4,April,Q2,DevOps Engineer,68,17,6,4,5.88,25,Referidos
CNT01826,E08,AZKA IT Consulting,2024,4,April,Q2,Cloud Architect,20,6,1,0,0.0,42,LinkedIn
CNT01827,E08,AZKA IT Consulting,2024,4,April,Q2,Scrum Master,48,12,4,3,6.25,52,OCC Mundial
CNT01828,E08,AZKA IT Consulting,2024,4,April,Q2,Project Manager,5,1,1,0,0.0,45,Glassdoor
CNT01829,E08,AZKA IT Consulting,2024,4,April,Q2,Cybersecurity Analyst,9,2,1,0,0.0,49,LinkedIn
CNT01830,E08,AZKA IT Consulting,2024,5,May,Q2,Software Developer,60,15,5,3,5.0,19,OCC Mundial
CNT01831,E08,AZKA IT Consulting,2024,5,May,Q2,Backend Developer,75,23,5,3,4.0,52,LinkedIn
CNT01832,E08,AZKA IT Consulting,2024,5,May,Q2,Frontend Developer,38,9,3,2,5.26,52,LinkedIn
CNT01833,E08,AZKA IT Consulting,2024,5,May,Q2,DevOps Engineer,48,16,5,3,6.25,50,LinkedIn
CNT01834,E08,AZKA IT Consulting,2024,5,May,Q2,Cloud Architect,22,9,1,0,0.0,27,LinkedIn
CNT01835,E08,AZKA IT Consulting,2024,5,May,Q2,Scrum Master,60,24,8,5,8.33,63,LinkedIn
CNT01836,E08,AZKA IT Consulting,2024,5,May,Q2,Project Manager,15,6,2,1,6.67,30,Csoftmty Jobs
CNT01837,E08,AZKA IT Consulting,2024,5,May,Q2,Cybersecurity Analyst,48,14,4,2,4.17,22,Referidos
CNT01838,E08,AZKA IT Consulting,2024,6,June,Q2,Data Analyst,88,29,6,4,4.55,43,LinkedIn
CNT01839,E08,AZKA IT Consulting,2024,6,June,Q2,Software Developer,95,25,6,4,4.21,24,OCC Mundial
CNT01840,E08,AZKA IT Consulting,2024,6,June,Q2,Backend Developer,90,23,5,3,3.33,24,Referidos
CNT01841,E08,AZKA IT Consulting,2024,6,June,Q2,Frontend Developer,48,14,4,3,6.25,27,LinkedIn
CNT01842,E08,AZKA IT Consulting,2024,6,June,Q2,Full Stack Developer,16,6,2,1,6.25,63,Referidos
CNT01843,E08,AZKA IT Consulting,2024,6,June,Q2,Cloud Architect,16,4,1,0,0.0,54,OCC Mundial
CNT01844,E08,AZKA IT Consulting,2024,6,June,Q2,Scrum Master,78,26,8,5,6.41,20,LinkedIn
CNT01845,E08,AZKA IT Consulting,2024,6,June,Q2,Project Manager,10,2,1,0,0.0,53,OCC Mundial
CNT01846,E08,AZKA IT Consulting,2024,6,June,Q2,Cybersecurity Analyst,5,1,1,0,0.0,50,LinkedIn
CNT01847,E08,AZKA IT Consulting,2024,7,July,Q3,Data Analyst,32,8,2,1,3.12,46,Referidos
CNT01848,E08,AZKA IT Consulting,2024,7,July,Q3,Software Developer,45,15,3,2,4.44,40,LinkedIn
CNT01849,E08,AZKA IT Consulting,2024,7,July,Q3,Backend Developer,66,17,5,4,6.06,48,Referidos
CNT01850,E08,AZKA IT Consulting,2024,7,July,Q3,Frontend Developer,48,14,5,3,6.25,51,Universidad UANL/ITESM
CNT01851,E08,AZKA IT Consulting,2024,7,July,Q3,Full Stack Developer,11,2,1,0,0.0,51,Csoftmty Jobs
CNT01852,E08,AZKA IT Consulting,2024,7,July,Q3,DevOps Engineer,30,10,3,2,6.67,24,Csoftmty Jobs
CNT01853,E08,AZKA IT Consulting,2024,7,July,Q3,Cloud Architect,51,21,4,3,5.88,55,LinkedIn
CNT01854,E08,AZKA IT Consulting,2024,7,July,Q3,Scrum Master,36,15,3,1,2.78,64,Referidos
CNT01855,E08,AZKA IT Consulting,2024,7,July,Q3,Project Manager,64,26,9,6,9.38,19,LinkedIn
CNT01856,E08,AZKA IT Consulting,2024,7,July,Q3,Cybersecurity Analyst,13,3,1,0,0.0,19,LinkedIn
CNT01857,E08,AZKA IT Consulting,2024,8,August,Q3,Data Analyst,77,28,11,9,11.69,33,LinkedIn
CNT01858,E08,AZKA IT Consulting,2024,8,August,Q3,Software Developer,51,13,4,2,3.92,36,OCC Mundial
CNT01859,E08,AZKA IT Consulting,2024,8,August,Q3,Backend Developer,11,4,1,0,0.0,57,LinkedIn
CNT01860,E08,AZKA IT Consulting,2024,8,August,Q3,Frontend Developer,40,13,4,2,5.0,48,LinkedIn
CNT01861,E08,AZKA IT Consulting,2024,8,August,Q3,Full Stack Developer,95,27,6,4,4.21,52,Universidad UANL/ITESM
CNT01862,E08,AZKA IT Consulting,2024,8,August,Q3,DevOps Engineer,57,24,7,5,8.77,49,LinkedIn
CNT01863,E08,AZKA IT Consulting,2024,8,August,Q3,Cloud Architect,13,4,1,0,0.0,54,LinkedIn
CNT01864,E08,AZKA IT Consulting,2024,8,August,Q3,Scrum Master,16,6,1,0,0.0,33,Glassdoor
CNT01865,E08,AZKA IT Consulting,2024,8,August,Q3,Project Manager,22,9,2,1,4.55,52,Referidos
CNT01866,E08,AZKA IT Consulting,2024,8,August,Q3,Cybersecurity Analyst,48,13,3,1,2.08,59,OCC Mundial
CNT01867,E08,AZKA IT Consulting,2024,9,September,Q3,Data Analyst,84,30,7,5,5.95,38,LinkedIn
CNT01868,E08,AZKA IT Consulting,2024,9,September,Q3,Software Developer,108,32,10,8,7.41,59,LinkedIn
CNT01869,E08,AZKA IT Consulting,2024,9,September,Q3,Backend Developer,40,13,5,4,10.0,41,OCC Mundial
CNT01870,E08,AZKA IT Consulting,2024,9,September,Q3,Frontend Developer,28,8,1,0,0.0,60,OCC Mundial
CNT01871,E08,AZKA IT Consulting,2024,9,September,Q3,Full Stack Developer,70,23,8,6,8.57,57,LinkedIn
CNT01872,E08,AZKA IT Consulting,2024,9,September,Q3,DevOps Engineer,22,8,2,1,4.55,22,OCC Mundial
CNT01873,E08,AZKA IT Consulting,2024,9,September,Q3,Cloud Architect,13,5,1,0,0.0,29,Referidos
CNT01874,E08,AZKA IT Consulting,2024,9,September,Q3,Scrum Master,17,5,1,0,0.0,26,OCC Mundial
CNT01875,E08,AZKA IT Consulting,2024,9,September,Q3,Project Manager,38,16,4,3,7.89,61,Referidos
CNT01876,E08,AZKA IT Consulting,2024,9,September,Q3,Cybersecurity Analyst,40,17,4,2,5.0,30,LinkedIn
CNT01877,E08,AZKA IT Consulting,2024,10,October,Q4,Data Analyst,48,16,4,3,6.25,29,Csoftmty Jobs
CNT01878,E08,AZKA IT Consulting,2024,10,October,Q4,Software Developer,50,19,4,2,4.0,33,LinkedIn
CNT01879,E08,AZKA IT Consulting,2024,10,October,Q4,Backend Developer,60,21,7,4,6.67,48,Referidos
CNT01880,E08,AZKA IT Consulting,2024,10,October,Q4,Frontend Developer,54,23,5,4,7.41,60,Csoftmty Jobs
CNT01881,E08,AZKA IT Consulting,2024,10,October,Q4,Full Stack Developer,70,28,6,5,7.14,35,Referidos
CNT01882,E08,AZKA IT Consulting,2024,10,October,Q4,DevOps Engineer,28,11,2,1,3.57,56,LinkedIn
CNT01883,E08,AZKA IT Consulting,2024,10,October,Q4,Cloud Architect,48,15,3,2,4.17,59,Universidad UANL/ITESM
CNT01884,E08,AZKA IT Consulting,2024,10,October,Q4,Scrum Master,30,11,2,1,3.33,57,OCC Mundial
CNT01885,E08,AZKA IT Consulting,2024,10,October,Q4,Project Manager,17,4,1,0,0.0,42,OCC Mundial
CNT01886,E08,AZKA IT Consulting,2024,10,October,Q4,Cybersecurity Analyst,48,12,3,2,4.17,61,LinkedIn
CNT01887,E08,AZKA IT Consulting,2024,11,November,Q4,Data Analyst,112,42,14,10,8.93,41,Glassdoor
CNT01888,E08,AZKA IT Consulting,2024,11,November,Q4,Software Developer,105,33,12,8,7.62,21,Glassdoor
CNT01889,E08,AZKA IT Consulting,2024,11,November,Q4,Backend Developer,85,23,6,4,4.71,45,Universidad UANL/ITESM
CNT01890,E08,AZKA IT Consulting,2024,11,November,Q4,Frontend Developer,30,7,1,0,0.0,30,LinkedIn
CNT01891,E08,AZKA IT Consulting,2024,11,November,Q4,Full Stack Developer,39,9,2,1,2.56,34,OCC Mundial
CNT01892,E08,AZKA IT Consulting,2024,11,November,Q4,DevOps Engineer,54,16,6,4,7.41,27,Referidos
CNT01893,E08,AZKA IT Consulting,2024,11,November,Q4,Cloud Architect,17,7,1,0,0.0,59,LinkedIn
CNT01894,E08,AZKA IT Consulting,2024,11,November,Q4,Scrum Master,96,40,8,7,7.29,64,OCC Mundial
CNT01895,E08,AZKA IT Consulting,2024,11,November,Q4,Project Manager,28,9,3,2,7.14,45,Referidos
CNT01896,E08,AZKA IT Consulting,2024,11,November,Q4,Cybersecurity Analyst,30,10,3,2,6.67,28,OCC Mundial
CNT01897,E08,AZKA IT Consulting,2024,12,December,Q4,Data Analyst,114,42,8,5,4.39,35,Referidos
CNT01898,E08,AZKA IT Consulting,2024,12,December,Q4,Software Developer,128,57,12,7,5.47,31,OCC Mundial
CNT01899,E08,AZKA IT Consulting,2024,12,December,Q4,Backend Developer,90,22,7,5,5.56,29,LinkedIn
CNT01900,E08,AZKA IT Consulting,2024,12,December,Q4,Frontend Developer,75,23,6,4,5.33,44,Csoftmty Jobs
CNT01901,E08,AZKA IT Consulting,2024,12,December,Q4,Full Stack Developer,100,32,12,10,10.0,53,Glassdoor
CNT01902,E08,AZKA IT Consulting,2024,12,December,Q4,DevOps Engineer,8,2,1,0,0.0,20,LinkedIn
CNT01903,E08,AZKA IT Consulting,2024,12,December,Q4,Cloud Architect,24,10,3,2,8.33,55,Referidos
CNT01904,E08,AZKA IT Consulting,2024,12,December,Q4,Project Manager,32,12,2,1,3.12,43,Referidos
CNT01905,E08,AZKA IT Consulting,2024,12,December,Q4,Cybersecurity Analyst,72,20,6,4,5.56,43,Csoftmty Jobs
CNT01906,E09,Deintec,2023,1,January,Q1,Data Analyst,72,20,4,3,4.17,50,Universidad UANL/ITESM
CNT01907,E09,Deintec,2023,1,January,Q1,Software Developer,144,56,13,10,6.94,64,OCC Mundial
CNT01908,E09,Deintec,2023,1,January,Q1,Backend Developer,18,4,1,0,0.0,61,LinkedIn
CNT01909,E09,Deintec,2023,1,January,Q1,Frontend Developer,48,14,3,1,2.08,50,OCC Mundial
CNT01910,E09,Deintec,2023,1,January,Q1,Full Stack Developer,36,14,4,2,5.56,23,LinkedIn
CNT01911,E09,Deintec,2023,1,January,Q1,DevOps Engineer,5,1,1,0,0.0,64,LinkedIn
CNT01912,E09,Deintec,2023,1,January,Q1,Cloud Architect,19,8,2,1,5.26,32,LinkedIn
CNT01913,E09,Deintec,2023,1,January,Q1,Scrum Master,38,10,3,2,5.26,61,Referidos
CNT01914,E09,Deintec,2023,1,January,Q1,Project Manager,18,7,1,0,0.0,34,Csoftmty Jobs
CNT01915,E09,Deintec,2023,1,January,Q1,Cybersecurity Analyst,45,11,3,2,4.44,59,Referidos
CNT01916,E09,Deintec,2023,2,February,Q1,Data Analyst,18,7,2,1,5.56,23,LinkedIn
CNT01917,E09,Deintec,2023,2,February,Q1,Software Developer,126,51,17,13,10.32,22,Referidos
CNT01918,E09,Deintec,2023,2,February,Q1,Backend Developer,60,18,4,2,3.33,18,LinkedIn
CNT01919,E09,Deintec,2023,2,February,Q1,Frontend Developer,19,7,2,1,5.26,31,Universidad UANL/ITESM
CNT01920,E09,Deintec,2023,2,February,Q1,Full Stack Developer,36,16,4,2,5.56,40,Universidad UANL/ITESM
CNT01921,E09,Deintec,2023,2,February,Q1,DevOps Engineer,20,6,2,1,5.0,27,LinkedIn
CNT01922,E09,Deintec,2023,2,February,Q1,Cloud Architect,30,13,4,3,10.0,25,LinkedIn
CNT01923,E09,Deintec,2023,2,February,Q1,Scrum Master,9,3,1,0,0.0,42,OCC Mundial
CNT01924,E09,Deintec,2023,2,February,Q1,Project Manager,34,8,2,1,2.94,18,Csoftmty Jobs
CNT01925,E09,Deintec,2023,3,March,Q1,Data Analyst,75,29,9,6,8.0,46,LinkedIn
CNT01926,E09,Deintec,2023,3,March,Q1,Software Developer,55,16,6,4,7.27,59,Referidos
CNT01927,E09,Deintec,2023,3,March,Q1,Backend Developer,26,6,1,0,0.0,23,LinkedIn
CNT01928,E09,Deintec,2023,3,March,Q1,Frontend Developer,18,4,1,0,0.0,40,Universidad UANL/ITESM
CNT01929,E09,Deintec,2023,3,March,Q1,Full Stack Developer,68,29,7,6,8.82,54,Universidad UANL/ITESM
CNT01930,E09,Deintec,2023,3,March,Q1,DevOps Engineer,26,7,1,0,0.0,61,Csoftmty Jobs
CNT01931,E09,Deintec,2023,3,March,Q1,Cloud Architect,36,14,3,1,2.78,60,Glassdoor
CNT01932,E09,Deintec,2023,3,March,Q1,Scrum Master,34,9,2,1,2.94,37,LinkedIn
CNT01933,E09,Deintec,2023,3,March,Q1,Project Manager,34,10,3,2,5.88,41,LinkedIn
CNT01934,E09,Deintec,2023,4,April,Q2,Data Analyst,57,18,7,5,8.77,42,OCC Mundial
CNT01935,E09,Deintec,2023,4,April,Q2,Software Developer,48,18,3,2,4.17,26,Referidos
CNT01936,E09,Deintec,2023,4,April,Q2,Backend Developer,119,45,15,12,10.08,50,Universidad UANL/ITESM
CNT01937,E09,Deintec,2023,4,April,Q2,Frontend Developer,39,13,4,2,5.13,20,LinkedIn
CNT01938,E09,Deintec,2023,4,April,Q2,Full Stack Developer,70,25,7,4,5.71,30,OCC Mundial
CNT01939,E09,Deintec,2023,4,April,Q2,DevOps Engineer,22,6,2,1,4.55,62,Glassdoor
CNT01940,E09,Deintec,2023,4,April,Q2,Scrum Master,15,6,1,0,0.0,58,Universidad UANL/ITESM
CNT01941,E09,Deintec,2023,4,April,Q2,Project Manager,11,3,1,0,0.0,57,Glassdoor
CNT01942,E09,Deintec,2023,4,April,Q2,Cybersecurity Analyst,13,3,1,0,0.0,34,Referidos
CNT01943,E09,Deintec,2023,5,May,Q2,Data Analyst,80,22,8,6,7.5,18,Referidos
CNT01944,E09,Deintec,2023,5,May,Q2,Software Developer,84,33,12,10,11.9,55,LinkedIn
CNT01945,E09,Deintec,2023,5,May,Q2,Backend Developer,42,18,4,3,7.14,23,LinkedIn
CNT01946,E09,Deintec,2023,5,May,Q2,Frontend Developer,26,8,2,1,3.85,60,OCC Mundial
CNT01947,E09,Deintec,2023,5,May,Q2,Full Stack Developer,104,36,11,9,8.65,29,Csoftmty Jobs
CNT01948,E09,Deintec,2023,5,May,Q2,DevOps Engineer,8,3,1,0,0.0,21,LinkedIn
CNT01949,E09,Deintec,2023,5,May,Q2,Cloud Architect,24,9,3,1,4.17,50,OCC Mundial
CNT01950,E09,Deintec,2023,5,May,Q2,Scrum Master,32,10,2,1,3.12,45,OCC Mundial
CNT01951,E09,Deintec,2023,5,May,Q2,Project Manager,5,1,1,0,0.0,58,Universidad UANL/ITESM
CNT01952,E09,Deintec,2023,5,May,Q2,Cybersecurity Analyst,56,15,5,3,5.36,30,Glassdoor
CNT01953,E09,Deintec,2023,6,June,Q2,Data Analyst,80,27,7,4,5.0,29,OCC Mundial
CNT01954,E09,Deintec,2023,6,June,Q2,Software Developer,28,10,2,1,3.57,38,Glassdoor
CNT01955,E09,Deintec,2023,6,June,Q2,Backend Developer,38,16,5,4,10.53,41,LinkedIn
CNT01956,E09,Deintec,2023,6,June,Q2,Frontend Developer,8,2,1,0,0.0,54,LinkedIn
CNT01957,E09,Deintec,2023,6,June,Q2,Full Stack Developer,48,19,6,4,8.33,34,Universidad UANL/ITESM
CNT01958,E09,Deintec,2023,6,June,Q2,DevOps Engineer,36,12,3,2,5.56,38,OCC Mundial
CNT01959,E09,Deintec,2023,6,June,Q2,Cloud Architect,5,2,1,0,0.0,51,Universidad UANL/ITESM
CNT01960,E09,Deintec,2023,6,June,Q2,Scrum Master,30,7,2,1,3.33,48,Universidad UANL/ITESM
CNT01961,E09,Deintec,2023,6,June,Q2,Project Manager,17,4,1,0,0.0,41,OCC Mundial
CNT01962,E09,Deintec,2023,6,June,Q2,Cybersecurity Analyst,5,1,1,0,0.0,23,Csoftmty Jobs
CNT01963,E09,Deintec,2023,7,July,Q3,Data Analyst,63,17,4,2,3.17,18,LinkedIn
CNT01964,E09,Deintec,2023,7,July,Q3,Software Developer,72,28,8,5,6.94,52,Csoftmty Jobs
CNT01965,E09,Deintec,2023,7,July,Q3,Backend Developer,24,10,3,1,4.17,43,Universidad UANL/ITESM
CNT01966,E09,Deintec,2023,7,July,Q3,Frontend Developer,48,17,6,4,8.33,54,Csoftmty Jobs
