encuesta_id,empleado_id,empresa_id,empresa,rol,nivel,anio,satisfaccion_general,satisfaccion_salario,satisfaccion_ambiente,satisfaccion_crecimiento,satisfaccion_liderazgo,intencion_salida,razon_posible_salida
ENC001187,EMP01011,E01,Accenture Monterrey,Scrum Master,Mid,2024,4.4,3.9,4.5,4.3,4.2,Tal vez,Mejor salario
ENC001188,EMP06344,E07,Hexaware Technologies,DevOps Engineer,Mid,2024,4.2,4.4,4.2,4.0,3.9,Tal vez,Cambio de ciudad
ENC001189,EMP05104,E05,Globant Monterrey,Scrum Master,Mid,2024,4.4,4.1,4.5,4.1,4.4,Sí,Crecimiento profesional
ENC001190,EMP05024,E05,Globant Monterrey,Data Analyst,Senior,2023,3.5,3.2,3.6,3.4,3.2,No,N/A
ENC001191,EMP05024,E05,Globant Monterrey,Data Analyst,Senior,2024,4.9,4.9,5.0,4.8,5.0,Sí,Crecimiento profesional
ENC001192,EMP02550,E02,Tata Consultancy Services,Software Developer,Junior,2023,4.9,5.0,4.9,5.0,4.6,No,Mejor salario
ENC001193,EMP02550,E02,Tata Consultancy Services,Software Developer,Junior,2024,3.6,3.6,3.4,3.1,3.8,No,Cambio de ciudad
ENC001194,EMP06363,E07,Hexaware Technologies,DevOps Engineer,Mid,2023,4.3,4.2,4.2,3.6,4.3,Tal vez,Mejor salario
ENC001195,EMP03143,E03,Neoris,Cybersecurity Analyst,Junior,2023,3.9,3.4,3.9,4.2,4.0,No,Trabajo remoto
ENC001196,EMP03143,E03,Neoris,Cybersecurity Analyst,Junior,2024,3.8,3.8,3.9,3.6,4.0,No,Crecimiento profesional
ENC001197,EMP01303,E01,Accenture Monterrey,DevOps Engineer,Mid,2023,4.9,4.5,5.0,4.5,4.9,Sí,Startup propia
ENC001198,EMP01303,E01,Accenture Monterrey,DevOps Engineer,Mid,2024,4.5,4.2,4.4,4.9,4.8,Tal vez,Crecimiento profesional
ENC001199,EMP00712,E01,Accenture Monterrey,Software Developer,Junior,2024,3.2,3.4,3.5,3.1,3.3,Tal vez,Trabajo remoto
ENC001200,EMP00355,E01,Accenture Monterrey,Software Developer,Mid,2023,4.5,4.3,4.5,4.6,4.4,Tal vez,Mejor salario
ENC001201,EMP00355,E01,Accenture Monterrey,Software Developer,Mid,2024,4.1,3.9,4.0,4.3,3.9,No,Cambio de ciudad
ENC001202,EMP06504,E08,AZKA IT Consulting,Cybersecurity Analyst,Senior,2023,4.7,4.7,4.9,4.7,4.5,Tal vez,Cambio de ciudad
ENC001203,EMP06504,E08,AZKA IT Consulting,Cybersecurity Analyst,Senior,2024,4.6,4.2,4.6,4.9,4.4,Tal vez,Crecimiento profesional
ENC001204,EMP03822,E03,Neoris,Backend Developer,Junior,2023,3.5,3.1,4.0,3.7,3.6,No,Startup propia
ENC001205,EMP00049,E01,Accenture Monterrey,Full Stack Developer,Mid,2023,3.6,3.5,3.8,3.2,4.1,Sí,Trabajo remoto
ENC001206,EMP00049,E01,Accenture Monterrey,Full Stack Developer,Mid,2024,4.8,4.6,5.0,5.0,4.8,Tal vez,Trabajo remoto
ENC001207,EMP00643,E01,Accenture Monterrey,Software Developer,Mid,2023,3.7,3.1,3.5,3.8,3.4,No,Mejor salario
ENC001208,EMP00643,E01,Accenture Monterrey,Software Developer,Mid,2024,3.7,4.0,3.9,3.6,3.8,Tal vez,Trabajo remoto
ENC001209,EMP04271,E04,Infosys Monterrey,Scrum Master,Mid,2023,4.2,4.3,4.4,4.3,4.4,Sí,Cambio de ciudad
ENC001210,EMP04271,E04,Infosys Monterrey,Scrum Master,Mid,2024,4.5,3.8,4.6,4.5,4.4,Sí,Startup propia
ENC001211,EMP00177,E01,Accenture Monterrey,Software Developer,Senior,2024,4.6,5.0,4.9,4.1,4.5,Tal vez,Mejor salario
ENC001212,EMP01490,E01,Accenture Monterrey,Backend Developer,Junior,2023,3.5,3.4,3.6,3.8,3.6,No,Cambio de ciudad
ENC001213,EMP03834,E03,Neoris,Data Analyst,Senior,2023,4.5,4.0,5.0,4.4,4.7,No,Cambio de ciudad
ENC001214,EMP03834,E03,Neoris,Data Analyst,Senior,2024,4.0,3.9,4.0,4.5,4.3,Tal vez,Cambio de ciudad
ENC001215,EMP00787,E01,Accenture Monterrey,Full Stack Developer,Junior,2023,4.8,4.9,4.9,4.7,4.6,No,Trabajo remoto
ENC001216,EMP00787,E01,Accenture Monterrey,Full Stack Developer,Junior,2024,2.8,3.0,2.9,2.4,3.2,No,Trabajo remoto
ENC001217,EMP02288,E02,Tata Consultancy Services,Scrum Master,Senior,2024,4.9,3.9,5.0,5.0,4.8,No,Trabajo remoto
ENC001218,EMP04886,E05,Globant Monterrey,Project Manager,Senior,2024,4.8,5.0,4.8,4.6,4.8,Tal vez,Crecimiento profesional
ENC001219,EMP07084,E09,Deintec,Project Manager,Mid,2023,4.2,3.3,4.3,3.6,4.3,Tal vez,N/A
ENC001220,EMP07084,E09,Deintec,Project Manager,Mid,2024,3.6,3.6,3.6,3.4,3.9,No,Mejor salario
ENC001221,EMP07766,E12,TI Monterrey,Full Stack Developer,Mid,2023,4.3,4.3,4.2,3.8,4.3,Tal vez,Crecimiento profesional
ENC001222,EMP07766,E12,TI Monterrey,Full Stack Developer,Mid,2024,3.7,2.9,4.0,4.0,4.0,Tal vez,Crecimiento profesional
ENC001223,EMP05715,E06,BairesDev,Software Developer,Senior,2023,5.0,4.6,5.0,5.0,5.0,No,Crecimiento profesional
ENC001224,EMP05715,E06,BairesDev,Software Developer,Senior,2024,4.7,4.5,5.0,5.0,4.7,No,Cambio de ciudad
ENC001225,EMP05609,E06,BairesDev,Cybersecurity Analyst,Junior,2023,3.6,3.6,4.0,3.6,3.7,No,Trabajo remoto
ENC001226,EMP00092,E01,Accenture Monterrey,Scrum Master,Mid,2023,4.7,4.5,5.0,4.7,4.1,No,Mejor salario
ENC001227,EMP00092,E01,Accenture Monterrey,Scrum Master,Mid,2024,4.5,4.1,4.8,4.9,4.7,Tal vez,N/A
ENC001228,EMP05573,E06,BairesDev,Software Developer,Mid,2023,4.2,3.8,4.0,3.9,3.8,Tal vez,Cambio de ciudad
ENC001229,EMP05573,E06,BairesDev,Software Developer,Mid,2024,4.4,4.2,4.5,4.5,4.4,No,Mejor salario
ENC001230,EMP01386,E01,Accenture Monterrey,Full Stack Developer,Junior,2024,4.4,4.3,4.6,4.3,4.2,Sí,Mejor salario
ENC001231,EMP07865,E12,TI Monterrey,Backend Developer,Junior,2023,4.7,4.5,4.9,4.6,5.0,No,Trabajo remoto
ENC001232,EMP07865,E12,TI Monterrey,Backend Developer,Junior,2024,3.4,3.3,3.4,3.9,2.9,No,N/A
ENC001233,EMP05922,E06,BairesDev,Cybersecurity Analyst,Junior,2023,3.8,3.7,3.9,3.7,3.8,No,Trabajo remoto
ENC001234,EMP05922,E06,BairesDev,Cybersecurity Analyst,Junior,2024,3.7,3.7,3.7,4.0,3.9,No,Crecimiento profesional
ENC001235,EMP05923,E06,BairesDev,Data Analyst,Junior,2023,3.9,3.7,4.0,3.6,4.0,Sí,Cambio de ciudad
ENC001236,EMP00531,E01,Accenture Monterrey,Cybersecurity Analyst,Mid,2023,3.5,3.7,3.9,3.7,3.2,Tal vez,Trabajo remoto
ENC001237,EMP01181,E01,Accenture Monterrey,Cloud Architect,Senior,2023,4.0,3.8,4.0,3.8,4.1,No,N/A
ENC001238,EMP01181,E01,Accenture Monterrey,Cloud Architect,Senior,2024,3.6,3.9,3.6,3.2,3.1,Tal vez,Crecimiento profesional
ENC001239,EMP05607,E06,BairesDev,DevOps Engineer,Mid,2023,3.9,3.8,4.5,3.6,4.1,Sí,Mejor salario
ENC001240,EMP05607,E06,BairesDev,DevOps Engineer,Mid,2024,4.6,4.8,4.6,4.9,4.3,Tal vez,Mejor salario
ENC001241,EMP07509,E11,Skye Group,Backend Developer,Junior,2024,3.7,3.6,3.8,3.7,3.9,No,Mejor salario
ENC001242,EMP05748,E06,BairesDev,Cloud Architect,Mid,2023,4.2,4.6,4.4,4.4,3.9,Tal vez,Trabajo remoto
ENC001243,EMP05748,E06,BairesDev,Cloud Architect,Mid,2024,3.5,3.6,4.0,3.2,3.5,Sí,Cambio de ciudad
ENC001244,EMP04797,E04,Infosys Monterrey,Frontend Developer,Senior,2023,4.0,3.8,3.9,3.8,4.3,Tal vez,N/A
ENC001245,EMP03407,E03,Neoris,DevOps Engineer,Mid,2024,4.0,3.6,4.2,3.9,4.6,Sí,Crecimiento profesional
ENC001246,EMP07782,E12,TI Monterrey,Project Manager,Mid,2023,4.8,4.5,4.8,4.7,4.6,No,Mejor salario
ENC001247,EMP07782,E12,TI Monterrey,Project Manager,Mid,2024,4.8,4.5,4.5,4.8,4.9,Sí,Mejor salario
ENC001248,EMP06075,E07,Hexaware Technologies,Data Analyst,Senior,2024,4.8,4.4,4.9,4.9,4.9,No,Crecimiento profesional
ENC001249,EMP03716,E03,Neoris,Scrum Master,Mid,2023,3.3,3.1,3.4,3.6,3.4,No,Mejor salario
ENC001250,EMP03716,E03,Neoris,Scrum Master,Mid,2024,4.9,4.5,5.0,4.7,4.7,No,Mejor salario
ENC001251,EMP00132,E01,Accenture Monterrey,DevOps Engineer,Mid,2023,3.7,3.4,3.8,3.2,3.8,No,Crecimiento profesional
ENC001252,EMP00132,E01,Accenture Monterrey,DevOps Engineer,Mid,2024,4.4,3.8,4.3,4.6,4.3,No,Mejor salario
ENC001253,EMP03568,E03,Neoris,Software Developer,Mid,2023,3.7,3.3,3.6,3.5,3.9,No,Trabajo remoto
ENC001254,EMP03568,E03,Neoris,Software Developer,Mid,2024,4.4,4.4,4.5,4.3,4.8,Sí,Trabajo remoto
ENC001255,EMP06784,E08,AZKA IT Consulting,Project Manager,Mid,2023,3.8,3.7,4.1,3.4,3.9,Tal vez,Crecimiento profesional
ENC001256,EMP06784,E08,AZKA IT Consulting,Project Manager,Mid,2024,4.4,4.2,4.8,4.3,4.0,Tal vez,Mejor salario
ENC001257,EMP06658,E08,AZKA IT Consulting,Software Developer,Junior,2024,4.3,4.0,4.1,4.5,4.7,No,Crecimiento profesional
ENC001258,EMP01336,E01,Accenture Monterrey,Data Analyst,Mid,2023,4.8,4.4,4.9,4.5,4.8,Tal vez,Cambio de ciudad
ENC001259,EMP01336,E01,Accenture Monterrey,Data Analyst,Mid,2024,4.0,3.6,4.3,3.8,4.3,Tal vez,Trabajo remoto
ENC001260,EMP04349,E04,Infosys Monterrey,Data Analyst,Mid,2023,3.4,3.4,3.6,3.3,3.7,Sí,Trabajo remoto
ENC001261,EMP04349,E04,Infosys Monterrey,Data Analyst,Mid,2024,3.4,3.6,3.4,3.2,3.1,No,Crecimiento profesional
ENC001262,EMP03007,E02,Tata Consultancy Services,Backend Developer,Junior,2023,3.4,3.0,3.3,3.3,3.0,Tal vez,Crecimiento profesional
ENC001263,EMP03007,E02,Tata Consultancy Services,Backend Developer,Junior,2024,3.6,3.8,3.7,3.8,3.6,No,Startup propia
ENC001264,EMP05342,E05,Globant Monterrey,Cloud Architect,Mid,2024,4.3,4.1,4.8,4.1,4.6,No,N/A
ENC001265,EMP01979,E02,Tata Consultancy Services,Full Stack Developer,Senior,2023,3.7,3.1,3.9,3.5,3.1,No,Mejor salario
ENC001266,EMP04562,E04,Infosys Monterrey,Software Developer,Junior,2023,4.0,3.5,4.4,3.5,3.4,No,Crecimiento profesional
ENC001267,EMP04562,E04,Infosys Monterrey,Software Developer,Junior,2024,3.6,3.1,3.6,3.1,3.7,Tal vez,Trabajo remoto
ENC001268,EMP04673,E04,Infosys Monterrey,Backend Developer,Junior,2023,2.9,2.7,2.8,2.7,3.0,No,Mejor salario
ENC001269,EMP04673,E04,Infosys Monterrey,Backend Developer,Junior,2024,3.7,3.6,3.9,3.4,3.5,No,Startup propia
ENC001270,EMP06413,E07,Hexaware Technologies,Software Developer,Senior,2023,5.0,4.7,5.0,4.4,5.0,No,Startup propia
ENC001271,EMP06413,E07,Hexaware Technologies,Software Developer,Senior,2024,4.5,4.7,4.7,4.9,4.8,No,Crecimiento profesional
ENC001272,EMP07713,E11,Skye Group,Frontend Developer,Mid,2024,3.6,3.5,3.5,3.5,3.5,Tal vez,Crecimiento profesional
ENC001273,EMP01346,E01,Accenture Monterrey,Software Developer,Junior,2023,4.3,4.4,4.6,4.3,4.1,No,Crecimiento profesional
ENC001274,EMP01346,E01,Accenture Monterrey,Software Developer,Junior,2024,3.7,3.0,3.7,3.6,4.0,No,N/A
ENC001275,EMP01035,E01,Accenture Monterrey,Backend Developer,Mid,2024,3.5,3.2,3.5,3.1,3.6,No,Crecimiento profesional
ENC001276,EMP05680,E06,BairesDev,Software Developer,Mid,2024,3.1,2.7,3.3,3.0,3.3,No,Mejor salario
ENC001277,EMP00695,E01,Accenture Monterrey,Full Stack Developer,Mid,2023,4.1,3.7,4.1,3.8,4.2,No,Startup propia
ENC001278,EMP07698,E11,Skye Group,Data Analyst,Junior,2023,4.1,3.5,4.3,4.2,3.9,No,Mejor salario
ENC001279,EMP00168,E01,Accenture Monterrey,DevOps Engineer,Mid,2024,4.5,4.8,4.7,4.8,4.0,No,Trabajo remoto
ENC001280,EMP00094,E01,Accenture Monterrey,Data Analyst,Mid,2024,4.6,4.6,4.5,4.1,4.7,No,N/A
ENC001281,EMP00368,E01,Accenture Monterrey,Project Manager,Mid,2023,4.6,4.0,4.9,4.1,4.4,Sí,Crecimiento profesional
ENC001282,EMP00368,E01,Accenture Monterrey,Project Manager,Mid,2024,4.0,3.7,4.0,3.5,4.3,No,N/A
ENC001283,EMP05392,E05,Globant Monterrey,Software Developer,Senior,2023,4.8,4.6,5.0,4.5,4.6,No,Crecimiento profesional
ENC001284,EMP06373,E07,Hexaware Technologies,Backend Developer,Junior,2023,3.4,3.3,3.5,3.7,3.3,No,Crecimiento profesional
ENC001285,EMP04592,E04,Infosys Monterrey,Software Developer,Mid,2023,3.4,3.2,3.5,3.1,3.3,No,Trabajo remoto
ENC001286,EMP04639,E04,Infosys Monterrey,Data Analyst,Senior,2023,4.0,4.1,4.1,4.2,4.1,Sí,Trabajo remoto
ENC001287,EMP04639,E04,Infosys Monterrey,Data Analyst,Senior,2024,4.7,4.4,5.0,4.7,5.0,No,Crecimiento profesional
ENC001288,EMP00836,E01,Accenture Monterrey,Software Developer,Mid,2024,4.6,4.1,4.6,4.5,4.3,No,Crecimiento profesional
ENC001289,EMP01408,E01,Accenture Monterrey,Data Analyst,Mid,2024,3.8,3.2,3.7,3.6,3.8,No,Trabajo remoto
ENC001290,EMP02551,E02,Tata Consultancy Services,Full Stack Developer,Mid,2023,4.2,4.2,4.4,3.8,3.9,Tal vez,Cambio de ciudad
ENC001291,EMP01298,E01,Accenture Monterrey,Backend Developer,Senior,2024,4.3,4.3,4.3,4.2,3.9,No,Mejor salario
ENC001292,EMP02944,E02,Tata Consultancy Services,Frontend Developer,Senior,2023,3.9,4.6,4.1,3.9,3.7,Sí,Startup propia
ENC001293,EMP02690,E02,Tata Consultancy Services,Full Stack Developer,Mid,2024,4.5,4.1,4.5,4.7,4.1,Tal vez,Mejor salario
ENC001294,EMP05273,E05,Globant Monterrey,DevOps Engineer,Senior,2024,4.4,4.1,4.4,4.5,4.5,Tal vez,Crecimiento profesional
ENC001295,EMP01766,E01,Accenture Monterrey,Software Developer,Mid,2023,3.5,3.7,3.6,3.1,3.5,Sí,Mejor salario
ENC001296,EMP01766,E01,Accenture Monterrey,Software Developer,Mid,2024,3.8,3.3,3.9,4.2,3.8,No,Mejor salario
ENC001297,EMP07418,E10,Axsis Tecnología,Data Analyst,Mid,2023,4.4,4.6,4.7,3.8,4.6,No,Crecimiento profesional
ENC001298,EMP07418,E10,Axsis Tecnología,Data Analyst,Mid,2024,4.0,3.9,4.1,4.2,3.8,No,Trabajo remoto
ENC001299,EMP06487,E07,Hexaware Technologies,Software Developer,Mid,2023,3.5,3.2,3.9,3.7,3.6,Tal vez,Trabajo remoto
ENC001300,EMP06487,E07,Hexaware Technologies,Software Developer,Mid,2024,4.5,5.0,4.8,4.3,4.8,No,N/A
ENC001301,EMP07432,E10,Axsis Tecnología,Data Analyst,Junior,2023,3.1,3.6,3.0,2.4,2.7,Tal vez,Mejor salario
ENC001302,EMP07432,E10,Axsis Tecnología,Data Analyst,Junior,2024,4.2,4.0,4.1,3.5,4.3,No,Trabajo remoto
ENC001303,EMP03127,E03,Neoris,Full Stack Developer,Mid,2023,3.4,3.1,3.8,3.2,3.5,Tal vez,Mejor salario
ENC001304,EMP01576,E01,Accenture Monterrey,Frontend Developer,Senior,2023,3.9,3.5,4.2,3.9,3.9,No,Startup propia
ENC001305,EMP02358,E02,Tata Consultancy Services,Software Developer,Junior,2023,4.1,3.8,4.3,4.2,3.7,No,Cambio de ciudad
ENC001306,EMP02358,E02,Tata Consultancy Services,Software Developer,Junior,2024,4.4,4.4,4.6,3.8,4.2,No,N/A
ENC001307,EMP05819,E06,BairesDev,Full Stack Developer,Senior,2023,4.2,4.2,3.9,4.7,4.3,No,Mejor salario
ENC001308,EMP05819,E06,BairesDev,Full Stack Developer,Senior,2024,4.7,4.9,5.0,4.9,4.7,Sí,Mejor salario
ENC001309,EMP01721,E01,Accenture Monterrey,Cybersecurity Analyst,Mid,2023,4.0,4.0,4.4,3.3,3.8,Tal vez,Trabajo remoto
ENC001310,EMP05465,E05,Globant Monterrey,Data Analyst,Junior,2023,3.1,2.9,2.9,3.7,3.1,No,Mejor salario
ENC001311,EMP05465,E05,Globant Monterrey,Data Analyst,Junior,2024,4.5,3.8,4.4,4.7,4.6,Tal vez,Mejor salario
ENC001312,EMP05013,E05,Globant Monterrey,DevOps Engineer,Mid,2023,3.8,3.1,4.0,3.7,3.8,Tal vez,Trabajo remoto
ENC001313,EMP05013,E05,Globant Monterrey,DevOps Engineer,Mid,2024,4.4,4.2,4.4,4.5,4.2,No,Mejor salario
ENC001314,EMP00933,E01,Accenture Monterrey,Full Stack Developer,Junior,2023,3.9,4.1,4.4,3.7,3.9,Tal vez,Trabajo remoto
ENC001315,EMP00933,E01,Accenture Monterrey,Full Stack Developer,Junior,2024,4.3,4.7,4.1,4.0,4.1,Sí,Mejor salario
ENC001316,EMP05121,E05,Globant Monterrey,Backend Developer,Junior,2023,3.5,2.9,3.2,3.3,3.5,No,Trabajo remoto
ENC001317,EMP05121,E05,Globant Monterrey,Backend Developer,Junior,2024,3.7,3.7,3.6,3.7,3.7,No,Crecimiento profesional
